source_input,Array/List(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.04987980769230764,0.03082790087092334,0.0384615384615384,0.0,0.1346153846153846,0.04510297496284134,0.05465664042177394
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.056490384615384547,0.027678554814798015,0.0576923076923076,0.0192307692307692,0.1153846153846153,0.05220154811311204,0.06077922111765705
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9207995129870129,0.025115204398046365,0.9285714285714285,0.8441558441558441,0.9512987012987012,0.9169078717468861,0.9246911542271397
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9207589285714286,0.020041796015603665,0.926948051948052,0.8701298701298701,0.948051948051948,0.9176534201047486,0.9238644370381086
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.4093480760606922,0.12848931332313412,0.39583333333333337,0.1777777777777777,0.625,0.38943845069117816,0.4292577014302062
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.3863805066945332,0.10623795415687684,0.3861283643892339,0.1818181818181818,0.6153846153846154,0.3699187651490113,0.40284224824005516
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.3536184210526315,0.0922381648620918,0.3157894736842105,0.2105263157894736,0.5789473684210527,0.3393259693328738,0.36791087277238926
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.34046052631578944,0.09047416089958586,0.3684210526315789,0.1578947368421052,0.5263157894736842,0.3264414098418627,0.35447964278971617
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.898359634551495,0.0031572044840672713,0.8986710963455149,0.8903654485049833,0.9053156146179402,0.8978704206482762,0.8988488484547139
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.8956602990033222,0.006658053401166856,0.8970099667774086,0.8687707641196013,0.9019933554817277,0.8946286229403171,0.8966919750663274
