source_input,Convergence,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.3658816878257546,0.10576121445247372,0.3478260869565217,0.1818181818181818,0.625,0.3494938178627632,0.382269557788746
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.32072368421052627,0.08343671177940051,0.3157894736842105,0.1578947368421052,0.4736842105263157,0.30779503177532885,0.3336523366457237
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.3733552631578947,0.09178847968115464,0.3684210526315789,0.2105263157894736,0.5789473684210527,0.3591324908788245,0.3875780354369649
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.8988787375415284,0.002490823587026449,0.8986710963455149,0.8920265780730897,0.903654485049834,0.8984927804280793,0.8992646946549774
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.8951411960132891,0.006688123493230006,0.8970099667774086,0.8687707641196013,0.9053156146179402,0.8941048605412458,0.8961775314853324
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.3686096889221889,0.10430538574215835,0.375,0.1666666666666666,0.5714285714285714,0.352447401954973,0.38477197588940487
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.2943735038718591,0.12406351339197545,0.2857142857142857,0.0,0.625,0.2751496633066283,0.3135973444370899
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.042902542372881304,0.018520281273761416,0.0338983050847457,0.0169491525423728,0.0847457627118644,0.04003279505801083,0.04577228968775178
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.045021186440677916,0.02464220943854305,0.0338983050847457,0.0,0.1186440677966101,0.041202836528847854,0.04883953635250798
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9410346194503172,0.006288716603528784,0.943446088794926,0.9238900634249472,0.9503171247357294,0.9400601727170202,0.9420090661836141
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9332056025369979,0.008905310293999236,0.9349894291754757,0.912262156448203,0.9471458773784356,0.9318257104108184,0.9345854946631774
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.38976583611551285,0.1549270095864265,0.4083333333333333,0.0714285714285714,0.6923076923076923,0.36575964726829224,0.41377202496273346
