source_input,Example,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.028601694915254168,0.014990494971843554,0.0169491525423728,0.0169491525423728,0.0677966101694915,0.02627889365440213,0.030924496176106205
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.035487288135593154,0.02666696082706303,0.0338983050847457,0.0169491525423728,0.1186440677966101,0.03135519974568082,0.039619376525505484
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9434130549682875,0.0016338523001960608,0.9439746300211416,0.9386892177589852,0.9460887949260042,0.9431598869314702,0.9436662230051048
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9437103594080339,0.0023110912728248286,0.9439746300211416,0.93446088794926,0.9471458773784356,0.9433522521052033,0.9440684667108645
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.3876787275224775,0.10759829687098492,0.4,0.0,0.5714285714285714,0.37100619868958074,0.4043512563553743
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.43952982781107786,0.15528663789115899,0.4,0.1666666666666666,1.0,0.4154679139807103,0.4635917416414454
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.04987980769230764,0.02499459163336809,0.0384615384615384,0.0,0.1153846153846153,0.0460068555936933,0.05375275979092198
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.05649038461538456,0.03304137191195942,0.048076923076923,0.0192307692307692,0.1346153846153846,0.051370570994717854,0.06161019823605127
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9250202922077921,0.017545988094244597,0.9285714285714285,0.8701298701298701,0.9448051948051948,0.9223015131851676,0.9277390712304167
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9165381493506495,0.02623712233939346,0.9253246753246753,0.8441558441558441,0.9512987012987012,0.912472665124442,0.9206036335768569
