source_input,Tag/Adjacency(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.04237288135593215,0.027546984927864452,0.0338983050847457,0.0,0.1694915254237288,0.03810443181885549,0.046641330893008814
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.04078389830508469,0.026835807537024275,0.0338983050847457,0.0,0.1694915254237288,0.036625646846406096,0.04494214976376329
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.8826968816067653,0.2286314140282766,0.9408033826638478,0.0,0.9460887949260042,0.8472700769700433,0.9181236862434873
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.7945626321353065,0.34300539343819675,0.9418604651162792,0.0,0.9439746300211416,0.7414133957789497,0.8477118684916634
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.07767857142857142,0.1992698615714753,0.0,0.0,1.0,0.04680138648054766,0.10855575637659517
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.02564102564102564,0.0699073120768301,0.0,0.0,0.25,0.014808775409139672,0.03647327587291161
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.004206730769230763,0.007974934624397021,0.0,0.0,0.0192307692307692,0.002971001846633097,0.005442459691828429
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.003605769230769225,0.01015938169176154,0.0,0.0,0.0384615384615384,0.0020315567282851487,0.005179981733253301
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9339488636363636,0.007577626124564403,0.935064935064935,0.9155844155844156,0.9448051948051948,0.9327746983036336,0.9351230289690937
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9359780844155845,0.005228539934969148,0.9366883116883118,0.9253246753246752,0.9448051948051948,0.9351679137590336,0.9367882550721354
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.4455418815253374,0.11256517154910754,0.43650793650793646,0.2222222222222222,0.625,0.42809972748750197,0.46298403556317286
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.4682374916749916,0.09375639819139255,0.4807692307692307,0.3333333333333333,0.6666666666666666,0.45370978726356553,0.4827651960864177
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.21052631578947362,0.06330117258113957,0.2105263157894736,0.1052631578947368,0.3157894736842105,0.20071769747759938,0.22033493410134786
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.20559210526315783,0.05955662210687513,0.2105263157894736,0.1052631578947368,0.3157894736842105,0.19636371105857842,0.21482049946773724
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.8970618770764119,0.004457363529955084,0.8986710963455149,0.8870431893687708,0.9019933554817277,0.8963712014418247,0.8977525527109992
